SAMPLE	DATASET	CONTINENT	SUBREGION	COUNTRY	POPULATION	GENOTYPING_METHOD
BUSBY2020_208e	BUSBY2020	Asia	South_Asia	India	Kshatriya	Microarray
BUSBY2020_209e	BUSBY2020	Asia	South_Asia	India	Kshatriya	Microarray
BUSBY2020_Kumyk22	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks1	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks4	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks5	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks6	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks7	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks8	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks10	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks11	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks13	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks15	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks108	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks110	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kumyks111	BUSBY2020	Asia	North_Asia	Russia	Kumyk	Microarray
BUSBY2020_kurd1101	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_kurd1156	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_kurd1159	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_kurd1160	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_kurd1173	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_kurd1198	BUSBY2020	Asia	Central_Asia	Kazakhstan	Kurdish	Microarray
BUSBY2020_evo_10	BUSBY2020	Asia	South_Asia	India	Kurmi	Microarray
BUSBY2020_KUR1	BUSBY2020	Asia	South_Asia	India	Kurumba	Microarray
BUSBY2020_KUR2	BUSBY2020	Asia	South_Asia	India	Kurumba	Microarray
BUSBY2020_KUR3	BUSBY2020	Asia	South_Asia	India	Kurumba	Microarray
BUSBY2020_KUR4	BUSBY2020	Asia	South_Asia	India	Kurumba	Microarray
BUSBY2020_kyrgyz_1	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_2	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_3	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_4	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_5	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_6	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_7	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_8	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_9	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_10	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_11	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_12	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_13	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_14	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_15	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_kyrgyz_16	BUSBY2020	Asia	Central_Asia	Kyrgyzstan	Kyrgyz	Microarray
BUSBY2020_HGDP01317	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01318	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01319	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01320	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01321	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01322	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01323	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_HGDP01326	BUSBY2020	Asia	East_Asia	China	Lahu	Microarray
BUSBY2020_A311	BUSBY2020	Asia	South_Asia	India	Lambadi	Microarray
BUSBY2020_Lebanon2	BUSBY2020	Asia	Middle_East	Lebanon	Lebanese	Microarray
BUSBY2020_Lebanon3	BUSBY2020	Asia	Middle_East	Lebanon	Lebanese	Microarray
BUSBY2020_Lebanon4	BUSBY2020	Asia	Middle_East	Lebanon	Lebanese	Microarray
BUSBY2020_Lebanon7	BUSBY2020	Asia	Middle_East	Lebanon	Lebanese	Microarray
BUSBY2020_Lebanon8	BUSBY2020	Asia	Middle_East	Lebanon	Lebanese	Microarray
BUSBY2020_lez3	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez7	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez9	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez13	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez15	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez17	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez24	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez25	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez31	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez33	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez36	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez37	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez38	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez40	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez42	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez44	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez49	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lez52	BUSBY2020	Asia	North_Asia	Russia	Lezgin	Microarray
BUSBY2020_lithuania1	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania2	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania3	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania4	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania5	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania6	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania7	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania8	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania9	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_lithuania10	BUSBY2020	Europe	North_Europe	Lithuania	Lithuanian	Microarray
BUSBY2020_NA19017	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19019	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19022	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19023	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19024	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19025	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19026	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19028	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19030	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19031	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19035	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19036	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19037	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19038	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19039	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19041	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19043	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19044	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19045	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19307	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19308	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19309	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19310	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19311	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19314	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19315	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19316	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19317	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19318	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19319	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19321	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19323	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19324	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19327	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19328	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19332	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19334	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19346	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19350	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19352	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19360	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19371	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19372	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19373	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19375	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19376	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19377	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19378	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19379	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19381	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19383	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19384	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19385	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19390	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19391	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19392	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19393	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19394	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19397	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19398	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19399	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19403	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19404	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19428	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19429	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19430	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19431	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19435	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19436	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19437	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19438	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19439	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19440	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19441	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19444	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19445	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19446	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19448	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19449	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19451	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19452	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19455	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19456	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19457	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19462	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19463	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19466	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19467	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19468	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19470	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19471	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19472	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19473	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA19474	BUSBY2020	Africa	East_Africa	Kenya	Luhya	Microarray
BUSBY2020_NA21295	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21297	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21298	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21300	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21301	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21303	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21307	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21312	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21316	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21333	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21336	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21339	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21341	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21353	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21355	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21356	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21357	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21359	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21360	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21363	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21364	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21365	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21368	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21371	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21379	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21381	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21384	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21385	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21390	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21391	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21399	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21400	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21403	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21408	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21409	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21414	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21417	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21418	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21420	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21423	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21424	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21434	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21435	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21436	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21440	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21441	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21451	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21453	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21454	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21473	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21475	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21476	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21479	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21486	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21491	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21510	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21512	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21513	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21522	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21524	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21526	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21529	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21573	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21575	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21576	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21578	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21580	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21582	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21583	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21597	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21599	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21600	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21611	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21614	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21620	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21622	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21631	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21632	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21650	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21678	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21683	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21686	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21689	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21693	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21716	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21717	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21722	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21723	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21738	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21739	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21740	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21768	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21769	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21770	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21776	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21784	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_NA21826	BUSBY2020	Africa	East_Africa	Kenya	Maasai	Microarray
BUSBY2020_HGDP00130	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00131	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00133	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00134	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00135	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00136	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00137	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00139	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00140	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00141	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00143	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00144	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00145	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00146	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00148	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00149	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00150	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00151	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
BUSBY2020_HGDP00153	BUSBY2020	Asia	Middle_East	Pakistan	Makrani	Microarray
